ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
17543,100000,2,2,1,43,-1,-1,-1,-1,-1,-1,1597,2491,1709,574,556,2306,2491,1709,574,556,2306,2562,0
17544,20000,2,2,1,40,0,0,0,0,-1,-1,10470,10186,9936,10790,230,-160,1145,1546,1400,390,73,19371,0
17546,20000,2,3,2,48,0,0,0,0,0,0,17332,18600,17947,18758,19292,19201,1580,1367,1178,712,742,2000,0
17547,50000,2,3,1,42,2,0,0,0,2,2,31422,32420,33462,36199,36803,37566,1521,1563,3300,1500,1500,1600,1
17549,60000,2,2,1,48,0,0,0,0,0,0,50806,50980,51874,51808,16941,17295,2000,2100,1400,600,1000,1000,1
17551,200000,2,1,2,40,2,2,0,0,0,2,185696,181236,185410,189069,197736,183299,0,8600,8300,13257,917,7000,1
17552,360000,2,2,1,48,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
17554,230000,2,2,1,46,-1,-1,0,0,0,0,207,4090,5848,6849,9331,12687,4999,2655,1919,3400,3920,6655,0
17557,50000,2,2,2,42,0,0,0,0,0,0,48080,48062,48667,49311,24663,24854,1763,2112,1756,324,336,351,0
17559,30000,2,2,1,45,1,2,2,2,2,2,13440,13923,17194,16625,17442,18016,1000,3500,0,1400,1000,1000,0
17560,140000,2,2,1,46,-1,-1,-1,-1,-1,-1,264,1024,264,1024,264,264,1024,528,1024,264,264,414,0
17561,50000,2,2,1,44,0,0,0,0,0,0,3351,4368,5391,6401,6528,6664,1077,1100,1106,233,241,243,1
17565,50000,2,2,2,45,-2,-2,-2,-2,-2,-2,330,330,4975,4810,330,330,330,4975,4838,330,330,330,0
17566,180000,2,2,1,40,-1,-1,-1,-1,-1,-2,899,2879,8750,9931,0,7760,2879,8750,9931,0,7760,3450,0
17567,80000,2,3,1,42,0,0,-2,-2,-2,-2,71650,0,0,0,0,0,0,0,0,0,0,0,0
17568,300000,2,1,1,43,-2,-2,-2,-2,-2,-2,-763,-754,-745,-1302,-527,-518,1000,1000,1100,1100,1000,2500,0
17571,320000,2,2,1,40,0,0,0,0,0,0,96225,99606,100704,208794,213025,217400,5000,2704,108794,5123,5255,5333,0
17574,230000,2,2,1,46,0,0,0,-1,-1,-1,8136,3590,2936,476,476,476,1500,1000,476,476,476,1685,0
17575,80000,2,3,1,45,0,0,0,0,0,0,35401,36399,37689,38580,39104,39484,1587,1877,1768,1292,900,1365,0
17576,170000,2,2,1,40,2,-1,2,-1,-1,-1,193,3760,3500,7190,9000,0,3760,0,7190,9000,0,0,1
17579,150000,2,3,1,46,0,0,0,0,0,0,61510,62731,64047,65966,66671,68067,2240,2321,2980,2400,2468,2611,0
17582,30000,2,2,1,42,2,2,0,0,0,0,30149,28117,27761,28053,28249,23580,0,2000,1507,3100,3100,3100,1
17583,80000,2,2,1,40,2,0,0,-2,-2,-2,80934,82150,0,0,0,0,3800,0,0,0,0,0,1
17584,260000,2,2,1,49,-1,-1,-1,0,0,0,8046,2184,15475,10981,8566,4741,2184,15482,2000,3000,1000,5125,1
17585,200000,2,3,1,43,-1,-1,-1,-1,-1,-1,623,623,5477,623,623,773,623,5477,623,623,773,623,0
17589,20000,2,2,1,43,0,0,0,0,0,0,6459,7470,8492,9547,20766,12197,1123,1145,1200,2000,3000,1000,0
17590,200000,2,1,1,45,-1,-1,-1,-1,-2,-2,632,337,670,0,0,0,337,670,0,0,0,451,0
17591,440000,2,3,1,49,0,0,0,0,0,0,386288,367400,347445,354373,307773,293357,14453,12611,13022,10572,10270,10722,0
17592,20000,2,3,1,43,4,3,2,2,0,0,20461,19833,20502,19461,19244,20130,0,1700,0,800,1600,1000,0
17594,130000,2,3,1,44,0,0,0,0,0,0,122264,125756,129159,127727,130334,0,3541,3497,2875,2607,0,0,0
17604,210000,2,2,1,43,0,0,0,0,0,0,91152,92917,90651,85295,80416,76946,3348,3381,3400,2684,2744,2892,0
17605,180000,2,3,1,43,-1,-1,-1,-1,-1,-2,780,0,390,780,0,0,0,780,780,0,0,0,0
17606,50000,2,2,1,43,0,0,0,2,0,0,51229,46954,51221,49759,49820,50525,2100,5896,0,2000,1988,2000,0
17608,50000,2,2,1,40,-1,-1,-1,-1,-1,-1,4860,8389,22049,8110,3164,10148,8389,22049,8117,3164,10148,7949,0
17611,350000,2,1,1,42,-1,-1,-1,-1,-1,-1,360,360,360,360,510,510,360,360,360,510,510,360,0
17612,170000,2,2,1,45,0,0,0,0,0,0,156993,159482,161921,165863,128038,130931,8000,6500,7000,5000,5000,5000,0
17644,220000,2,1,1,45,0,0,0,0,0,0,142389,143557,142698,145875,143254,145368,6200,7300,7510,5000,5000,5200,0
17645,230000,2,1,1,44,-1,-1,-2,-1,0,0,756,0,0,11660,11898,14898,0,0,11660,238,3000,1252,1
17649,90000,2,3,2,42,0,0,0,0,0,0,91240,92795,93557,47166,48406,49695,4895,4806,1547,3000,3000,1720,0
17650,130000,2,2,1,47,2,2,2,2,2,2,123896,120452,129137,129956,130946,130814,0,12200,4500,4502,5000,0,1
17651,80000,2,2,1,41,-1,-1,-1,-1,-2,-1,390,390,390,-390,0,1560,390,780,0,390,1780,0,1
17652,400000,2,1,1,41,0,-1,-1,-1,0,0,104083,8,1274,19143,20305,22063,8,1274,19143,1305,2063,1695,0
17653,240000,2,2,2,43,0,0,-1,-1,-1,-1,225159,216829,27620,24873,24511,24000,20000,27662,24873,24511,24000,37645,0
17654,10000,2,2,1,46,1,2,2,2,2,2,7660,8689,8403,9505,8889,10263,1306,0,1735,0,2000,0,1
17655,240000,2,1,1,41,-1,-1,0,0,0,0,3087,10839,16665,13039,9439,11378,10839,10000,3500,0,5000,5000,0
17656,130000,2,1,1,40,-1,-1,-1,-1,-1,-1,989,989,989,989,990,702,991,991,991,992,703,992,0
17657,20000,2,3,1,44,0,0,2,2,2,0,20313,20111,18057,18536,11532,19450,3030,0,2175,0,10000,931,0
17658,80000,2,2,1,40,0,0,0,0,0,0,37123,38317,20896,21604,22035,22496,2072,1651,1359,790,817,821,0
17660,30000,2,2,1,44,1,4,4,3,2,2,28864,30108,29367,28605,27855,29649,2000,0,0,0,2400,1300,0
17661,280000,2,2,1,42,0,-1,0,0,0,0,255527,256675,253682,260274,153516,156830,273844,13000,11000,8000,5866,8000,0
17662,290000,2,2,1,49,-2,-2,-1,2,0,0,-236,-236,11764,11186,6863,6179,0,12000,0,0,0,0,0
17663,500000,2,3,2,46,-1,0,-1,-1,0,0,24239,36674,1558,310852,301854,133761,15000,1558,310852,10000,5000,5000,0
17664,80000,2,2,1,40,1,2,0,0,2,0,63340,53262,39422,33954,29070,27785,6,2006,4000,0,1118,3000,0
17665,120000,2,2,1,47,0,0,0,0,0,0,97989,101458,103840,105646,86127,67269,5100,5500,5170,3543,3000,3238,0
17666,80000,2,2,1,48,0,0,0,0,0,0,49526,48304,27864,27033,27617,26761,1740,1800,1500,1000,965,1500,0
17667,210000,2,2,2,41,0,0,0,0,0,0,227271,211597,99865,77754,49529,30683,9000,4000,3018,2000,3000,3000,0
17669,210000,2,1,1,41,1,-2,-1,-1,-2,-1,-28,-28,3330,0,0,300,0,3358,0,0,300,0,0
17670,500000,2,2,1,44,0,0,0,0,0,0,193136,186610,180153,173454,166546,159651,6610,6480,6230,5900,5720,5420,0
17672,110000,2,2,1,40,0,0,0,0,0,0,23303,23978,22369,20608,20608,20606,1511,1772,1320,750,745,747,0
17673,210000,2,1,1,46,0,0,0,0,0,0,112901,110089,108775,107090,104037,101337,4910,3939,3792,3657,3631,3500,0
17676,40000,2,1,1,48,0,0,0,0,0,0,38549,37924,37648,38804,39651,40794,2000,1700,2000,2000,2000,2000,0
17678,220000,2,1,1,47,0,0,0,0,0,0,210753,188270,177515,166282,100244,-607,6426,7160,6495,3993,0,176566,0
17682,300000,2,1,1,47,-1,-1,-1,-1,-1,-1,514,2392,148,148,148,0,2392,148,148,148,0,747,1
17683,50000,2,3,1,40,0,0,0,0,-1,0,117191,48729,49929,-596,28348,30530,2325,2525,283,29334,3000,2000,0
17689,440000,2,1,1,40,0,0,0,0,0,0,416044,424528,434015,434419,393135,385578,16500,17500,17000,14500,14500,13500,0
17690,280000,2,1,1,41,0,0,0,0,0,0,96590,99755,81244,81193,82470,49630,5000,3000,3007,5000,2000,1700,0
17691,360000,2,1,1,42,0,0,0,0,0,0,174857,179851,186961,201703,189455,194373,10000,10005,20117,15018,10027,20057,0
17692,150000,2,1,1,43,-2,-2,-2,-1,0,-1,885,-123,-123,240,123,123,123,0,363,0,123,123,0
17693,300000,2,3,2,44,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
17694,20000,2,2,1,42,1,2,2,2,0,0,8395,8114,10293,9979,10329,10391,0,2479,0,515,377,617,0
17696,340000,2,2,1,44,0,0,0,-1,0,0,240851,171731,61404,114807,114560,85272,8297,4951,199726,4476,3257,3497,0
17697,210000,2,2,2,41,0,0,0,0,0,0,165425,169174,171459,177590,180147,184084,8000,6500,9000,7000,7000,7000,0
17698,60000,2,2,1,41,2,0,0,2,0,0,56483,55643,54941,50291,35829,36602,2203,4687,11,1500,1500,2000,1
17699,130000,2,1,1,46,0,0,0,0,0,-1,15393,16624,18932,22001,3403,3859,1593,3000,4000,0,3860,249,0
17700,340000,2,1,1,43,0,0,0,0,0,0,15928,18338,20035,24238,20315,16378,3000,2000,5000,1000,723,5000,0
17701,170000,2,2,1,49,-1,0,0,0,0,0,12769,13557,20245,15429,16594,14035,3557,8245,5429,4500,5415,6000,0
17702,360000,2,2,1,43,-1,-1,2,-1,2,-1,9011,4045,1780,2380,2230,2275,4045,0,4760,0,2275,2280,0
17705,280000,2,2,1,41,0,0,0,0,0,0,9551,12848,15345,19211,22817,37323,5000,5000,5000,5000,16000,0,0
17711,190000,2,1,1,43,2,0,0,0,0,0,191869,193660,174848,124776,92684,100151,7305,6099,4793,3684,12251,1265,0
17713,90000,2,2,2,44,2,2,2,2,2,2,15089,17023,18451,17857,20256,20785,2500,2000,0,2700,1000,0,1
17715,10000,2,3,2,50,3,2,2,2,2,2,600,600,600,600,600,2050,0,0,0,0,1450,0,1
17716,500000,2,1,1,50,0,0,0,0,0,0,378981,372392,353719,348365,306196,303114,20002,16023,13009,10008,10000,20004,0
17717,120000,2,2,1,51,-1,-1,0,0,0,0,4777,60332,60702,58677,51549,46552,62462,2299,1919,1838,2200,90000,0
17718,120000,2,2,1,50,0,0,2,0,0,0,38261,58084,33018,19172,14938,21290,23000,0,10076,10000,10000,10000,0
17719,220000,2,1,1,51,-1,-1,-1,2,2,-2,2262,2255,8105,2224,150,1000,2276,8117,0,150,1000,2619,1
17720,240000,2,2,1,50,-1,-1,-1,2,0,0,978,193,386,579,386,193,193,386,386,0,0,536,0
17722,500000,2,1,1,50,-1,-1,-1,-1,-1,-1,21794,12574,12608,-134,22466,1969,12610,12694,0,22600,16837,0,0
17723,150000,2,1,1,50,-1,-1,-2,-2,-2,-2,6350,0,0,0,0,0,0,0,0,0,0,0,0
17724,60000,2,2,1,49,0,0,0,0,0,0,58928,59446,56761,41130,27097,27331,2500,2300,1547,1396,1200,2000,0
17725,30000,2,3,1,50,2,2,2,2,-1,0,29468,29688,28919,28000,13393,10539,1000,159,28426,24682,12,0,1
17726,320000,2,2,1,53,0,0,0,0,0,0,319711,33589,34608,38544,44486,52319,3000,3000,6000,8000,10000,1900,0
17727,470000,2,1,1,61,-2,-2,-2,-2,-2,-2,228,5215,3161,762,3637,16847,5241,3176,766,3673,16906,1437,0
17728,440000,2,1,2,51,0,-1,-1,-2,-1,0,26106,8999,0,0,10961,11349,8999,0,0,10961,503,448,0
17729,50000,2,2,1,51,0,0,2,2,3,2,44664,48028,46985,50484,50404,50241,4110,0,4600,1000,2000,0,0
17730,220000,2,2,1,51,0,0,0,0,0,-2,36022,12838,8605,5352,-5048,-5048,3010,3040,1000,0,0,0,0
17731,360000,2,1,1,54,1,-2,-2,-1,0,-1,0,0,0,2580,2580,6941,0,0,2580,0,6941,0,0
17732,90000,2,3,1,58,-2,-2,-2,-2,-2,-2,5563,0,0,0,0,0,0,0,0,0,0,5156,0
17733,50000,2,3,2,60,2,2,2,0,0,0,46554,50774,49551,22673,17147,17505,5000,0,2300,1000,635,580,1
17734,50000,2,2,1,56,0,0,0,0,0,0,50586,46993,33136,34475,19666,19128,2000,2000,2000,1000,1259,1000,0
17735,290000,2,3,1,58,1,2,2,2,0,0,68445,66757,76983,74891,78100,83325,0,12000,0,5000,6000,0,0
17736,350000,2,2,1,50,0,0,0,0,0,0,263390,267494,205636,203844,204114,207448,10532,9219,8797,8004,10012,10006,1
17737,110000,2,3,1,52,1,2,0,0,0,2,23969,11137,16401,18670,19670,1187,0,6000,7000,1200,0,3000,0
17738,40000,2,2,1,53,0,0,2,2,0,0,4621,6527,7776,7502,7651,7811,2150,1500,0,274,283,436,1
17739,50000,2,3,1,59,1,-2,-2,-2,-2,-2,-639,-639,-1800,0,0,0,0,900,1800,0,0,0,1
17740,110000,2,1,1,55,-1,2,2,-1,0,-1,632,316,0,632,316,632,0,0,948,0,632,0,0
17741,360000,2,3,1,70,-1,-1,2,2,-2,-2,1960,732,735,-10,-10,-10,800,3,0,0,0,0,0
17742,200000,2,3,2,63,-1,3,2,-1,-1,-1,632,632,316,316,316,316,0,0,316,316,316,316,1
17743,140000,2,2,2,53,0,0,0,0,0,0,8068,9446,13271,11243,12091,12691,1535,5004,1451,1000,1000,3194,0
17744,80000,2,2,2,61,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
17745,260000,2,2,1,56,0,0,-2,-2,-1,0,2338,0,0,0,58,1058,0,0,0,58,1000,1000,0
17746,340000,2,1,1,56,-1,-1,-1,-1,0,0,5610,5399,12347,8612,5479,0,5399,12353,8619,0,0,0,1
17747,30000,2,2,1,58,1,2,2,2,2,2,11223,10746,13545,13531,13017,14008,0,2993,500,0,1200,0,1
17748,30000,2,3,1,54,2,2,2,2,4,3,22147,24770,26068,28842,28094,27361,3000,2000,3500,0,0,1000,0
17749,440000,2,3,1,50,0,0,0,0,0,0,250825,167091,144804,67729,66077,60074,10043,8608,25031,25030,22053,20030,0
17750,10000,2,3,1,52,-1,2,2,2,2,2,2465,3475,4366,4148,4579,4360,1200,1100,0,500,0,500,0
17751,230000,2,2,1,55,0,0,0,0,0,0,7302,4561,5975,11072,10021,14431,2001,2001,6018,5007,5010,7053,0
17752,50000,2,3,1,61,-1,-1,-2,-2,-2,-2,2020,0,0,0,0,0,0,0,0,0,0,202,0
17753,150000,2,2,3,54,0,0,0,0,0,0,138765,135287,140600,142836,145714,148731,4772,6427,4951,4062,4188,4824,0
17754,330000,2,3,1,55,0,0,0,0,0,0,21333,25915,25036,21804,19228,18799,5000,5200,6000,4300,5000,4000,0
17755,370000,2,3,2,50,-1,0,-1,-1,-2,-2,48303,129317,1364,0,0,0,124174,2000,0,0,0,2463,0
17756,130000,2,3,2,53,0,0,0,0,0,0,101156,100184,99001,88214,90167,90682,3615,4700,3200,3403,3300,3500,0
17757,10000,2,3,1,51,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
17758,360000,2,2,1,54,0,0,0,0,0,0,277688,271867,272796,279597,253333,253737,10450,10414,11330,9081,9500,9000,0
17759,20000,2,3,1,61,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
17760,180000,2,3,2,52,0,0,0,0,0,0,173065,171015,162516,163447,134939,135815,5902,7693,5464,4893,5095,4862,0
17761,80000,2,3,1,62,0,0,0,0,0,0,36088,37257,36288,37630,26424,27342,2100,2100,2400,1100,1500,1500,0
17762,50000,2,2,1,55,2,0,0,0,0,0,41696,41768,42561,42871,7606,11267,1674,2079,2001,500,4423,4000,1
17763,150000,2,1,2,64,1,2,0,0,0,0,157231,153171,148994,80196,74328,66806,3,6103,3220,3028,5052,15000,0
17764,30000,2,3,1,56,1,3,2,2,2,2,25158,24466,24087,25890,25175,26870,0,300,2500,0,2100,0,0
17765,50000,2,3,1,52,0,0,0,0,0,-1,5976,6405,6828,6229,390,390,2000,2000,1004,10,390,390,0
17766,20000,2,2,3,56,0,0,0,0,-1,-1,17977,19194,18405,0,380,-400,3000,1000,400,380,0,1720,0
17767,130000,2,3,2,55,0,0,0,0,0,0,116336,121544,128243,115204,101158,95895,10063,20000,10009,10000,5000,5000,0
17768,320000,2,3,2,53,0,0,0,0,0,0,188373,281060,261698,265703,175925,188982,276698,11020,11000,9486,20000,10000,0
17769,300000,2,3,1,62,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
17770,330000,2,1,1,53,0,0,0,0,0,0,304922,292517,211831,153841,156866,155679,14000,7507,6000,6171,6000,6000,0
17771,50000,2,2,2,53,0,0,0,0,0,0,51320,50602,50095,34120,33235,32377,1952,1979,1495,1144,1165,946,0
17772,70000,2,3,2,60,0,0,0,0,0,0,10083,11091,12117,13125,13407,13692,1184,1210,1218,500,500,543,0
17773,70000,2,3,3,58,0,0,0,0,0,0,70012,67714,68412,69016,69701,70898,2418,2500,2456,2500,3000,2533,0
17774,100000,2,3,1,58,0,0,0,0,0,0,96821,98389,97831,93937,78063,79707,3589,3656,3677,2763,2787,2881,0
17775,110000,2,2,1,54,2,2,2,0,0,2,95090,94938,91453,92097,96509,93773,3400,0,3290,7000,0,3500,1
17776,100000,2,2,1,58,2,2,2,0,0,0,86654,87851,85594,87095,88357,77155,3500,0,3300,2839,3000,4000,1
17777,160000,2,3,1,53,1,-2,-1,2,2,-2,0,0,3613,2722,0,0,0,3613,0,0,0,0,0
17778,70000,2,3,2,55,0,0,0,0,0,0,4664,5680,6703,7853,7316,7350,1100,1123,1273,407,300,300,0
17779,60000,2,2,1,59,4,4,4,5,4,3,54506,56998,59111,59595,58079,56892,4000,3601,2000,0,0,0,0
17780,80000,2,2,1,61,0,0,0,0,0,0,74156,73878,64656,60537,42610,42769,3000,2506,3008,3000,2000,3000,0
17781,100000,2,3,1,60,-1,-1,3,2,-1,-1,2178,4944,4709,2234,2267,2168,7300,0,0,2300,2168,2300,0
17782,230000,2,1,1,66,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,142,1
17783,60000,2,3,3,64,0,0,-1,-1,0,0,15463,14046,218,12716,10686,10400,1410,218,12723,483,600,9132,0
17784,160000,2,2,1,58,-1,-1,-1,-1,-1,-1,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,0
17785,30000,2,2,1,55,0,0,0,0,-2,-2,13532,14647,15525,0,0,0,1647,1525,0,0,0,0,1
17786,310000,2,1,1,62,2,2,2,2,2,2,327289,323125,308878,314524,308637,283200,12500,2100,22053,10654,0,10450,0
17787,60000,1,2,1,46,0,0,0,0,0,0,57487,59228,60040,58722,19790,19250,2706,3004,1475,690,1000,1200,0
17788,50000,1,2,1,64,2,3,2,2,0,0,28433,27682,28403,27648,28202,30008,0,1459,0,1013,2264,0,0
17789,140000,1,3,1,58,2,0,0,0,0,0,98985,98702,96753,94310,92182,88818,4520,4034,5050,6034,3202,5000,0
17794,160000,2,2,1,51,2,0,0,0,2,0,65312,67610,69908,78087,75255,78593,4000,4000,10000,0,5000,3000,1
17795,500000,2,1,2,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
17796,470000,2,2,1,54,1,2,0,0,0,0,358581,351295,358671,367492,374249,381132,0,13033,14800,14359,13897,14425,0
17797,210000,2,1,1,54,-1,-1,-1,-1,-1,-1,1494,6545,11755,5808,3974,0,6555,11800,5818,4015,0,0,0
17913,150000,1,3,2,44,0,0,0,0,0,0,151009,148047,147851,151310,107033,109350,6913,5937,6500,4000,4000,4000,0
17915,250000,1,1,1,40,0,0,0,0,0,0,7351,6225,3645,3090,3700,1190,3039,2000,1000,1000,0,90403,0
17923,390000,1,3,1,49,0,0,0,0,0,0,282849,281836,284397,284241,285615,282611,12000,13000,12000,12000,10266,9800,0
17925,40000,1,2,1,44,2,2,2,2,2,2,24262,26640,25927,28184,28723,28125,3100,0,2700,1300,0,2500,1
17927,10000,1,2,1,40,3,2,2,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
17928,10000,1,2,1,44,0,0,2,0,0,0,6696,9080,8794,9604,9604,9800,2668,0,1192,0,196,0,0
17935,150000,1,1,3,45,0,0,0,0,0,0,108434,111178,32220,33247,34164,34878,3000,1300,1300,1200,1200,0,0
17939,330000,1,1,1,40,0,0,0,0,0,0,309055,314927,322077,166654,170008,174723,12500,13306,6000,6000,7333,8000,0
17941,70000,1,2,2,44,2,2,2,2,2,2,43314,44325,45375,44350,46996,47951,2025,2051,0,3697,1853,1910,1
17945,120000,1,1,1,42,0,0,2,2,2,0,7722,9591,10687,11905,11420,12081,2000,1400,1700,0,1000,700,1
17946,50000,1,2,1,45,0,0,0,0,0,2,14488,15798,16867,17759,19354,17726,1558,1627,1519,2114,0,600,0
17947,230000,1,2,1,43,0,0,0,0,0,2,3472,4053,4503,4964,4400,3979,1061,1275,1000,200,0,227,0
17950,100000,1,3,1,49,0,0,0,0,0,0,82214,74983,71958,68808,68769,68955,2659,2656,2372,2360,2574,2759,0
17951,200000,1,2,1,43,2,3,2,2,2,2,94529,92126,94772,92368,101837,103764,0,5000,0,12000,3700,0,1
17953,50000,1,2,1,43,0,0,0,0,0,0,25387,25435,23268,23365,19602,18462,1374,1418,1295,677,669,686,0
17954,200000,1,3,1,46,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
17956,50000,1,3,2,41,0,0,0,0,0,0,43383,43397,43395,42334,12316,9997,1992,2251,1451,540,503,430,0
17957,50000,1,3,2,45,0,0,0,0,0,0,35962,34725,33219,31688,29425,29747,1857,1851,1820,1057,3300,0,0
17963,220000,1,1,2,48,0,0,0,0,2,0,113061,115294,117945,130365,126780,129570,5600,6000,16000,0,5000,6300,0
17965,20000,1,3,2,45,0,0,0,0,0,0,18416,13656,9022,5961,3970,780,1303,1518,1000,79,0,0,0
17966,200000,1,1,1,49,1,-1,-1,-1,-1,-1,0,492,0,489,320,732,492,0,489,320,732,5335,0
17971,120000,1,2,3,48,0,0,0,0,0,-2,61673,60679,61943,58744,-36156,-36156,2345,3419,5026,15651,0,0,0
17972,50000,1,3,1,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
17976,80000,1,2,1,42,0,0,0,0,0,0,78216,62890,52973,52328,49214,50245,2115,5004,1834,1562,1621,2196,0
17977,120000,1,2,1,45,0,0,0,0,0,0,52574,47092,44208,32652,24115,20399,2000,2000,1256,1000,750,623,0
17979,50000,1,2,2,45,0,0,0,0,0,0,30359,28717,16177,15949,14319,17319,2000,2000,2000,1000,3000,2200,0
17982,170000,1,3,2,44,0,0,0,0,0,0,167077,170965,172541,159546,137410,136680,12275,10000,8009,6000,30000,5322,0
17984,210000,1,1,1,42,-1,-1,-1,-1,-1,-1,2827,3517,4412,2700,3578,4075,3527,4425,2708,3588,4087,1841,0
17989,50000,1,2,3,48,2,2,2,2,2,0,42850,42850,45741,45694,45645,46457,1000,3900,1000,1000,1700,4500,1
17990,80000,1,2,1,46,0,0,0,0,0,0,79707,79876,79919,64237,47890,48036,3542,3500,2500,2000,2500,2000,0
17991,50000,1,3,2,41,0,0,0,0,0,0,94962,49032,50135,50269,29182,29096,4200,2200,3300,1200,1100,1100,0
17994,220000,1,3,2,42,0,0,0,0,0,0,26595,33330,36720,40729,44762,48914,9000,5000,5000,5000,5000,5000,0
17997,360000,1,3,2,42,0,0,0,0,0,0,52460,40764,31185,25603,20394,29138,3000,3000,5000,5000,19138,1000,0
18007,800000,1,1,2,46,-2,-2,-2,-1,-1,-1,6229,4636,3810,6193,1957,3175,4644,3832,6219,1961,3183,27201,0
18008,360000,1,2,2,40,-1,0,0,0,0,0,36560,34371,43052,43596,33762,33391,11028,15044,10115,14026,5104,20077,0
18009,90000,1,2,1,41,1,2,0,0,0,2,86699,84423,86173,87942,92756,91146,0,4008,4100,7200,0,3271,1
18010,300000,1,3,2,43,0,0,0,0,0,0,303747,299685,279613,286449,191187,194333,11500,14000,20000,6500,8000,7000,1
18011,30000,1,3,1,46,1,2,0,0,0,0,19523,18917,20004,21063,21416,22667,0,1700,1700,1000,1749,0,1
18016,50000,1,2,1,44,0,0,0,0,0,0,48659,34763,16158,11950,9903,10224,1345,1197,1152,495,1014,0,0
18017,20000,1,3,2,40,0,0,0,2,2,0,13195,14197,15657,14418,13561,13291,1238,2959,580,0,435,518,0
18018,50000,1,3,2,46,0,0,0,0,0,0,48060,48923,48924,33778,19492,19582,2326,2000,1235,622,1000,1000,0
18020,130000,1,2,1,48,3,2,2,2,3,3,120326,121877,118491,131444,133248,131001,5000,0,15000,5327,22,10,1
18021,90000,1,2,1,45,0,0,2,0,0,0,46608,49999,43996,44069,41317,36912,4500,0,1750,1425,1412,1231,0
18022,30000,1,3,1,44,-2,-2,-2,-2,-2,-2,2180,0,0,0,0,0,0,0,0,0,0,0,0
18023,50000,1,2,1,49,0,0,0,0,0,0,33346,33536,34923,37192,39341,27561,2000,3500,3000,3000,5000,5000,1
18026,20000,1,3,1,47,0,0,0,0,0,0,16013,14334,9086,5096,5096,5200,1419,1270,1200,0,104,0,0
18032,120000,1,2,1,40,0,0,0,0,0,0,35671,37073,38472,39510,40873,42082,2000,2000,2000,2000,2000,3000,0
18035,500000,1,1,1,46,-1,-1,-1,-1,-1,-2,991,4073,6738,2500,0,0,4082,6738,2510,0,0,1000,0
18038,20000,1,2,1,42,0,0,0,0,0,0,14124,15132,16483,18391,18783,19176,1249,1600,2500,1000,696,862,0
18040,30000,1,2,1,45,2,4,4,3,2,2,28854,30467,29721,28961,29397,29988,2372,0,0,1200,1200,1163,0
18041,50000,1,3,1,47,-1,0,-1,-1,0,0,2840,2522,5500,21709,21056,20061,1000,5500,21709,916,1161,1884,0
18042,70000,1,2,2,40,1,2,0,0,0,0,79237,71627,73326,69645,19799,-1,0,2986,20150,500,0,0,0
18043,110000,1,2,1,42,1,2,0,0,2,2,45461,44434,45395,50402,50217,48199,0,1980,5987,2000,1,3027,0
18044,50000,1,2,2,44,0,0,0,0,0,0,50677,76727,78937,50205,30506,29860,4000,4695,2300,2500,2000,3000,0
18045,170000,1,2,1,40,-1,-1,-1,-1,-1,-1,4599,3409,3790,2578,2100,2400,3409,6530,2578,2100,2400,6665,0
18049,90000,1,3,1,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
18050,110000,1,2,1,40,0,0,2,0,0,0,31042,33971,33143,34157,34950,36175,3454,0,1568,1361,1900,0,0
18051,240000,1,2,2,46,0,0,0,0,0,0,47379,49274,51171,52716,54229,56191,3000,3000,3000,3000,3000,3000,0
18052,360000,1,3,1,42,-2,-2,-2,-2,-2,-2,0,4435,0,3666,2749,2921,4435,0,3666,2878,2921,5270,0
18053,290000,1,2,2,45,0,0,0,0,0,0,212643,192933,174184,163792,120754,236402,6755,6900,6733,5632,235024,8700,0
18055,180000,1,2,1,43,0,0,0,0,0,0,158843,152507,143489,146139,73718,137304,6029,7035,10007,20000,4000,10000,0
18056,50000,1,2,2,43,0,0,0,0,0,0,47669,48102,45718,44142,40981,43634,2000,1731,1955,1454,3300,0,0
